,Player,Squad,Age,Born,90s,GA,GA90,SoTA,Saves,Save%,CS,CS%,Based,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,drTkl,Att,Tkl%,Lost,Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position,Total Cmp%,TotDist,PrgDist,Short Cmp%,Medium Cmp%,Long Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,xG_On-Off,player_code,country_of_birth,sub_position,foot,height_in_cm,contract_expiration_date,market_value_in_eur
0,Emil Audero,Sampdoria,25,97,25.0,39,1.56,121,82,71.9,4,16.0,Serie A,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,7,1,Goalkeeper,67.1,19319,14234,100.0,99.2,48.8,0,0.0,0.1,0.0,0,16,0,0,0,0.48,11,39,-28,-1.12,+0.34,21.4,37.7,-16.3,-0.65,+0.57,emil-audero97,Indonesia,Goalkeeper,right,192.0,6/30/26 0:00,6000000
1,Francesco Bardi,Bologna,30,92,1.0,0,0.00,4,4,100.0,1,100.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,78.3,548,399,100.0,100.0,63.6,0,0.0,0.0,0.0,0,1,0,0,0,3.00,3,0,+3,+3.00,+2.97,0.7,0.8,-0.1,-0.14,-0.01,francesco-bardi92,Italy,Goalkeeper,right,188.0,6/30/23 0:00,500000
2,Marco Carnesecchi,Cremonese,22,00,27.0,47,1.74,153,107,70.6,4,14.8,Serie A,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,11,2,Goalkeeper,59.2,18072,14248,99.0,97.5,37.9,1,0.2,0.1,+0.8,2,33,1,0,0,0.78,25,47,-22,-0.81,+0.19,28.1,44.3,-16.2,-0.60,+0.42,marco-carnesecchi00,Italy,Goalkeeper,right,191.0,6/30/23 0:00,13000000
3,Michele Cerofolini,Fiorentina,23,99,5.0,3,0.60,11,8,81.8,2,40.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Goalkeeper,75.9,3964,2708,100.0,100.0,51.0,0,0.0,0.0,0.0,0,1,0,0,0,2.60,13,3,+10,+2.00,+2.00,8.5,4.1,+4.4,+0.88,+0.66,michele-cerofolini99,Italy,Goalkeeper,right,188.0,6/30/24 0:00,300000
4,Andrea Consigli,Sassuolo,35,87,35.0,55,1.57,117,64,55.6,9,25.7,Serie A,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,13,3,Goalkeeper,79.2,31355,20598,99.5,99.4,60.4,0,0.0,0.0,0.0,0,16,0,0,1,1.26,45,55,-10,-0.29,+1.05,48.4,44.0,+4.4,+0.13,+0.96,andrea-consigli87,Italy,Goalkeeper,right,189.0,6/30/24 0:00,1500000
5,Alex Cordaz,Inter,39,83,0.3,0,0.00,2,2,100.0,1,,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,55.0,274,200,100.0,75.0,36.4,0,0.0,0.0,0.0,0,0,0,0,0,3.00,0,0,0,0.00,-0.77,0.3,0.8,-0.5,-1.78,-2.63,alex-cordaz83,Italy,Goalkeeper,right,188.0,6/30/23 0:00,300000
6,Alessio Cragno,Monza,28,94,1.0,3,3.00,5,2,40.0,0,0.0,Serie A,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Goalkeeper,93.5,621,431,100.0,100.0,66.7,0,0.0,0.0,0.0,0,0,0,0,0,0.00,0,3,-3,-3.00,-2.97,1.4,2.4,-1.1,-1.05,-0.93,alessio-cragno94,Italy,Goalkeeper,right,184.0,6/30/25 0:00,4000000
7,Michele Di Gregorio,Monza,25,97,37.0,49,1.32,167,119,72.5,10,27.0,Serie A,0,0,0,0,0,0,3,0.0,3,1,0,1,4,4,18,3,Goalkeeper,76.0,29670,19870,100.0,97.5,50.0,1,0.0,0.1,+1.0,1,16,1,0,0,1.41,48,49,-1,-0.03,+2.97,44.6,48.9,-4.3,-0.12,+0.93,michele-di-gregorio97,Italy,Goalkeeper,right,187.0,6/30/25 0:00,7000000
8,Bartłomiej Drągowski,Spezia,24,97,32.7,54,1.65,164,112,69.5,6,17.6,Serie A,1,0,1,0,0,1,5,20.0,4,0,0,0,1,2,15,3,Goalkeeper,68.9,21748,14971,99.5,98.1,40.4,1,0.1,0.2,+0.9,1,22,3,0,0,0.80,24,54,-30,-0.92,-0.73,32.4,50.9,-18.5,-0.56,-0.65,bartlomiej-drągowski97,Poland,Goalkeeper,right,191.0,6/30/25 0:00,4500000
9,Wladimiro Falcone,Lecce,27,95,38.0,46,1.21,156,112,73.7,6,15.8,Serie A,2,0,2,0,0,2,2,100.0,0,0,0,0,2,4,21,3,Goalkeeper,51.2,19884,15815,100.0,96.1,34.1,0,0.2,0.1,-0.2,3,16,2,0,0,0.95,33,46,-13,-0.34,,36.1,42.1,-6.1,-0.16,,wladimiro-falcone95,Italy,Goalkeeper,right,195.0,6/30/23 0:00,5000000
10,Vincenzo Fiorillo,Salernitana,32,90,1.0,2,2.00,4,2,50.0,0,0.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,66.7,535,491,100.0,100.0,50.0,0,0.0,0.0,0.0,0,0,0,0,0,3.00,3,2,+1,+1.00,+1.41,1.2,2.3,-1.1,-1.07,-0.28,vincenzo-fiorillo90,Italy,Goalkeeper,left,190.0,6/30/25 0:00,300000
11,Pierluigi Gollini,Napoli,27,95,4.0,4,1.00,16,12,75.0,2,50.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Goalkeeper,85.5,3405,2362,100.0,98.4,66.2,0,0.0,0.0,0.0,0,1,0,0,0,1.75,5,4,+1,+0.25,-1.16,5.9,4.6,+1.3,+0.32,-0.61,pierluigi-gollini95,Italy,Goalkeeper,right,194.0,6/30/23 0:00,5000000
12,Samir Handanović,Inter,38,84,13.7,18,1.31,52,35,67.3,4,28.6,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Goalkeeper,90.5,11641,7781,99.4,98.8,68.4,0,0.0,0.0,0.0,1,10,0,0,0,1.93,32,18,+14,+1.02,+0.40,25.2,13.8,+11.4,+0.83,0.00,samir-handanovic84,Jugoslawien (SFR),Goalkeeper,right,193.0,6/30/23 0:00,1000000
13,Mike Maignan,Milan,27,95,22.0,21,0.96,62,40,69.4,8,36.4,Serie A,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,10,1,Goalkeeper,82.8,16900,10659,99.3,98.3,58.9,1,0.0,0.0,+1.0,1,17,0,0,1,1.82,37,21,+16,+0.73,+0.42,34.3,22.1,+12.2,+0.56,+0.21,mike-maignan95,French Guiana,Goalkeeper,right,191.0,6/30/26 0:00,35000000
14,Federico Marchetti,Spezia,39,83,0.7,2,2.73,3,1,33.3,0,,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,77.8,316,175,100.0,100.0,50.0,0,0.0,0.0,0.0,0,0,0,0,0,0.50,0,2,-2,-2.73,-1.95,1.2,0.9,+0.3,+0.38,+0.87,federico-marchetti83,Italy,Goalkeeper,left,188.0,6/30/23 0:00,50000
15,Luís Maximiano,Lazio,23,99,0.1,,,,,,,,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,75.0,98,90,100.0,,66.7,0,0.0,0.0,0.0,0,0,0,0,0,3.00,0,0,0,0.00,-0.79,0.1,0.0,+0.1,+0.99,+0.73,luis-maximiano99,Portugal,Goalkeeper,both,190.0,6/30/27 0:00,8000000
16,Alex Meret,Napoli,25,97,34.0,24,0.71,91,66,74.7,16,47.1,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1,Goalkeeper,87.9,18824,11619,100.0,99.3,63.1,0,0.0,0.0,0.0,0,1,0,0,0,2.44,72,24,+48,+1.41,+1.16,58.9,27.2,+31.7,+0.93,+0.61,alex-meret97,Italy,Goalkeeper,left,190.0,6/30/24 0:00,18000000
17,Vanja Milinković-Savić,Torino,25,97,38.0,41,1.08,136,95,73.5,11,28.9,Serie A,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,19,1,Goalkeeper,61.6,35389,25444,98.8,98.7,37.5,0,0.5,0.2,-0.5,1,94,2,0,0,1.39,42,41,+1,+0.03,,41.8,40.0,+1.8,+0.05,,vanja-milinkovic-savic97,Spain,Goalkeeper,right,202.0,6/30/26 0:00,3500000
18,Antonio Mirante,Milan,39,83,0.0,0,0.00,0,0,,0,,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,100.0,96,57,,100.0,100.0,0,0.0,0.0,0.0,0,0,0,0,0,3.00,1,0,+1,+45.00,+44.47,1.1,0.0,+1.1,+49.30,+48.87,antonio-mirante83,Italy,Goalkeeper,right,193.0,6/30/23 0:00,300000
19,Lorenzo Montipò,Hellas Verona,26,96,37.0,59,1.59,181,124,68.0,5,13.5,Serie A,1,0,1,0,0,0,3,0.0,3,1,0,1,0,1,26,3,Goalkeeper,62.5,29263,24967,98.7,98.0,49.0,0,0.0,0.2,0.0,0,65,1,0,0,0.87,31,59,-28,-0.76,-0.76,34.7,48.8,-14.1,-0.38,-0.38,lorenzo-montipo96,Italy,Goalkeeper,right,191.0,6/30/25 0:00,4000000
20,Juan Musso,Atalanta,28,94,23.1,27,1.17,89,64,71.9,7,29.2,Serie A,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,11,1,Goalkeeper,72.8,14449,10079,100.0,98.8,48.3,0,0.1,0.0,-0.1,1,0,0,0,0,1.79,41,27,+14,+0.61,+0.34,36.5,23.5,+13.1,+0.57,+0.35,juan-musso94,Argentina,Goalkeeper,right,191.0,6/30/25 0:00,14000000
21,Guillermo Ochoa,Salernitana,37,85,20.0,33,1.65,105,71,71.4,4,20.0,Serie A,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,9,1,Goalkeeper,58.0,14422,10713,98.4,98.4,38.7,0,0.0,0.0,0.0,0,13,0,0,0,1.10,26,33,-7,-0.35,+0.04,17.9,33.7,-15.8,-0.79,+0.02,guillermo-ochoa85,Mexico,Goalkeeper,right,183.0,6/30/23 0:00,1200000
22,André Onana,Inter,26,96,24.0,24,1.00,83,61,73.5,8,33.3,Serie A,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0,Goalkeeper,81.3,20562,13611,100.0,98.0,54.7,0,0.1,0.1,-0.1,3,17,1,0,2,1.88,39,24,+15,+0.62,-0.38,42.5,21.8,+20.7,+0.86,+0.08,andre-onana96,Cameroon,Goalkeeper,right,190.0,6/30/27 0:00,20000000
23,Rui Patrício,Roma,34,88,35.0,35,1.00,108,73,69.4,13,37.1,Serie A,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,6,3,Goalkeeper,76.3,18489,12522,100.0,99.0,53.5,0,0.0,0.0,0.0,0,7,0,0,0,1.69,47,35,+12,+0.34,+0.34,52.8,28.4,+24.4,+0.70,+0.38,rui-patricio88,Portugal,Goalkeeper,left,190.0,6/30/24 0:00,5000000
24,Gianluca Pegolo,Sassuolo,41,81,2.0,3,1.50,6,3,66.7,0,0.0,Serie A,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Goalkeeper,83.1,1652,1058,100.0,96.9,61.3,0,0.0,0.0,0.0,0,0,0,0,0,0.50,1,3,-2,-1.00,-0.67,2.1,4.1,-2.0,-1.00,-1.11,gianluca-pegolo81,Italy,Goalkeeper,left,183.0,6/30/23 0:00,100000
25,Simone Perilli,Hellas Verona,27,95,1.0,0,0.00,4,4,100.0,1,100.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,29.4,455,391,100.0,100.0,20.0,0,0.0,0.0,0.0,0,3,0,0,0,1.00,0,0,0,0.00,+0.76,1.2,1.2,0.0,0.00,+0.38,simone-perilli95,Italy,Goalkeeper,right,195.0,6/30/24 0:00,200000
26,Mattia Perin,Juventus,29,92,10.5,7,0.66,40,32,85.0,6,60.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,75.5,6305,4120,98.5,100.0,38.7,0,0.0,0.0,0.0,0,6,0,0,1,1.91,16,7,+9,+0.85,+0.34,14.8,12.4,+2.4,+0.23,-0.18,mattia-perin92,Italy,Goalkeeper,right,188.0,6/30/25 0:00,4000000
27,Samuele Perisan,Empoli,24,97,7.0,9,1.29,24,15,62.5,2,28.6,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Goalkeeper,75.7,4436,3030,100.0,98.6,50.5,0,0.0,0.0,0.0,0,0,0,0,0,0.57,3,9,-6,-0.86,-0.66,6.8,9.5,-2.7,-0.38,+0.16,samuele-perisan97,Italy,Goalkeeper,left,192.0,6/30/25 0:00,700000
28,Ivan Provedel,Lazio,28,94,37.9,30,0.79,128,99,77.3,21,56.8,Serie A,1,0,1,0,0,0,0,,0,0,0,0,0,1,15,1,Goalkeeper,80.2,28575,20681,99.6,97.4,62.4,0,0.0,0.1,0.0,1,21,1,0,0,1.95,60,30,+30,+0.79,+0.79,51.1,41.3,+9.8,+0.26,-0.45,ivan-provedel94,Italy,Goalkeeper,right,194.0,6/30/27 0:00,12000000
29,Nicola Ravaglia,Sampdoria,33,88,9.0,23,2.56,64,41,67.2,0,0.0,Serie A,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0,Goalkeeper,65.5,5681,4153,100.0,97.7,38.9,0,0.0,0.0,0.0,0,6,0,0,0,0.33,6,23,-17,-1.89,-0.85,7.9,19.5,-11.6,-1.29,-0.58,nicola-ravaglia88,Italy,Goalkeeper,right,184.0,6/30/24 0:00,100000
30,Francesco Rossi,Atalanta,31,91,0.0,0,0.00,0,0,,0,,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,75.0,52,28,100.0,100.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,3.00,1,0,+1,+22.50,+22.05,0.3,0.0,+0.3,+7.87,+7.45,francesco-rossi91,Italy,Goalkeeper,right,193.0,6/30/24 0:00,100000
31,Alessandro Russo,Sassuolo,21,01,1.0,3,3.00,7,4,57.1,0,0.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Goalkeeper,74.0,750,387,100.0,100.0,31.6,0,0.0,0.0,0.0,0,0,0,0,0,0.00,1,3,-2,-2.00,-1.68,1.1,1.6,-0.5,-0.50,-0.56,alessandro-russo01,Italy,Goalkeeper,right,193.0,6/30/24 0:00,500000
32,Mouhamadou Sarr,Cremonese,25,97,2.0,3,1.50,8,5,62.5,1,50.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Goalkeeper,73.8,1985,1440,100.0,100.0,52.3,0,0.0,0.0,0.0,0,2,0,0,0,1.50,4,3,+1,+0.50,+1.44,2.0,2.6,-0.6,-0.32,+0.43,mouhamadou-sarr97,Senegal,Goalkeeper,right,190.0,,250000
33,Luigi Sepe,Salernitana,31,91,17.0,27,1.59,87,57,73.6,3,17.6,Serie A,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Goalkeeper,68.1,11985,9017,100.0,99.5,41.4,0,0.0,0.0,0.0,0,8,0,0,0,1.00,19,27,-8,-0.47,-0.18,17.6,31.1,-13.6,-0.80,+0.01,luigi-sepe91,Italy,Goalkeeper,left,185.0,6/30/24 0:00,1000000
34,Marco Silvestri,Udinese,31,91,38.0,48,1.26,137,91,69.3,10,26.3,Serie A,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,15,1,Goalkeeper,77.8,23603,17093,100.0,98.8,48.4,0,0.0,0.0,0.0,0,9,0,0,0,1.21,47,48,-1,-0.03,,46.9,51.8,-4.9,-0.13,,marco-silvestri91,Italy,Goalkeeper,right,191.0,6/30/25 0:00,5000000
35,Salvatore Sirigu,Fiorentina,35,87,1.0,0,0.00,5,5,100.0,1,100.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Goalkeeper,73.7,930,572,100.0,100.0,58.3,0,0.0,0.0,0.0,0,0,0,0,0,3.00,2,0,+2,+2.00,+1.78,1.7,1.8,-0.1,-0.09,-0.41,salvatore-sirigu87,Italy,Goalkeeper,right,192.0,6/30/23 0:00,600000
36,Łukasz Skorupski,Bologna,31,91,37.0,49,1.32,161,113,73.9,7,18.9,Serie A,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,19,2,Goalkeeper,78.7,24937,16773,99.0,99.1,55.2,0,0.0,0.0,0.0,0,4,0,0,0,1.38,50,49,+1,+0.03,-2.97,43.2,47.9,-4.7,-0.13,+0.01,lukasz-skorupski91,Poland,Goalkeeper,right,187.0,6/30/25 0:00,3000000
37,Marco Sportiello,Atalanta,30,92,14.9,21,1.41,64,43,68.8,2,14.3,Serie A,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,2,0,Goalkeeper,78.4,9718,6618,100.0,98.6,49.2,0,0.0,0.0,0.0,0,1,0,0,2,1.60,24,21,+3,+0.20,-0.45,20.8,17.9,+2.9,+0.20,-0.38,marco-sportiello92,Italy,Goalkeeper,right,192.0,6/30/23 0:00,1500000
38,Mile Svilar,Roma,22,99,3.0,3,1.00,10,7,70.0,1,33.3,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Goalkeeper,63.6,1589,1235,100.0,100.0,40.4,0,0.0,0.0,0.0,0,3,0,0,0,1.33,3,3,0,0.00,-0.34,4.6,3.7,+0.9,+0.32,-0.38,mile-svilar99,Belgium,Goalkeeper,right,189.0,6/30/27 0:00,1800000
39,Wojciech Szczęsny,Juventus,32,90,27.5,26,0.95,93,67,75.3,14,50.0,Serie A,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,7,0,Goalkeeper,79.2,18108,12812,100.0,99.0,60.3,0,0.0,0.0,0.0,0,4,1,0,0,1.93,40,26,+14,+0.51,-0.34,40.4,29.1,+11.3,+0.41,+0.18,wojciech-szczesny90,Poland,Goalkeeper,right,196.0,6/30/24 0:00,13000000
40,Ciprian Tătărușanu,Milan,36,86,16.0,22,1.37,61,40,67.2,4,25.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Goalkeeper,77.5,12788,9173,100.0,97.1,60.0,1,0.5,0.0,+0.5,2,9,0,0,0,1.88,26,22,+4,+0.25,-0.52,23.4,19.0,+4.4,+0.28,-0.33,ciprian-tatarusanu86,Romania,Goalkeeper,right,198.0,6/30/23 0:00,600000
41,Pietro Terracciano,Fiorentina,32,90,29.0,38,1.31,96,59,66.7,5,17.2,Serie A,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,14,0,Goalkeeper,76.1,23589,16226,97.7,98.1,57.2,0,0.0,0.0,0.0,0,16,0,0,0,1.21,35,38,-3,-0.10,-1.55,41.6,34.2,+7.4,+0.26,-0.22,pietro-terracciano90,Italy,Goalkeeper,right,193.0,6/30/25 0:00,2000000
42,Martin Turk,Sampdoria,18,03,4.0,9,2.25,30,21,73.3,0,0.0,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Goalkeeper,62.7,3103,2663,100.0,94.3,46.3,0,0.0,0.0,0.0,0,1,0,0,0,1.00,7,9,-2,-0.50,+0.82,4.8,9.0,-4.2,-1.06,-0.24,martin-turk03,Slovenia,Goalkeeper,left,190.0,6/30/23 0:00,300000
43,Samir Ujkani,Empoli,34,88,0.1,1,12.86,1,0,0.0,0,,Serie A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Goalkeeper,100.0,64,45,100.0,100.0,,0,0.0,0.0,0.0,0,0,0,0,0,0.00,0,1,-1,-12.86,-12.57,0.0,0.1,-0.1,-0.68,-0.17,samir-ujkani88,Jugoslawien (SFR),Goalkeeper,right,186.0,6/30/23 0:00,200000
44,Guglielmo Vicario,Empoli,25,96,30.9,39,1.26,134,95,73.9,7,22.6,Serie A,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,15,2,Goalkeeper,72.3,24781,16933,99.4,98.4,44.3,0,0.0,0.0,0.0,0,19,0,0,0,1.26,34,39,-5,-0.16,+0.83,31.9,48.7,-16.7,-0.54,-0.16,guglielmo-vicario96,Italy,Goalkeeper,right,194.0,,16000000
45,Jeroen Zoet,Spezia,31,91,3.7,4,1.08,13,9,76.9,0,0.0,Serie A,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Goalkeeper,56.4,2316,1996,100.0,93.8,31.7,0,0.0,0.0,0.0,0,6,0,0,0,1.20,6,4,+2,+0.54,+1.50,7.0,5.7,+1.3,+0.36,+0.92,jeroen-zoet91,Netherlands,Goalkeeper,right,189.0,6/30/24 0:00,500000
46,Petar Zovko,Spezia,20,02,0.8,2,2.43,3,1,33.3,0,,Serie A,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Goalkeeper,61.1,683,458,100.0,100.0,39.1,0,0.0,0.0,0.0,0,1,0,0,0,1.00,1,2,-1,-1.22,-0.41,0.9,2.0,-1.1,-1.39,-0.94,petar-zovko02,Bosnia-Herzegovina,Goalkeeper,left,192.0,6/30/24 0:00,100000
47,Oliver Baumann,Hoffenheim,32,90,34.0,57,1.68,161,105,65.8,5,14.7,Bundesliga,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,1,Goalkeeper,75.4,29033,20956,100.0,99.2,49.4,0,0.0,0.1,0.0,1,28,1,0,1,1.06,48,57,-9,-0.26,,48.0,51.1,-3.1,-0.09,,oliver-baumann90,Germany,Goalkeeper,right,187.0,6/30/24 0:00,4500000
48,Janis Blaswich,RB Leipzig,31,91,26.0,29,1.12,75,45,69.3,7,26.9,Bundesliga,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,Goalkeeper,86.5,21548,10888,99.6,99.2,50.3,0,0.0,0.0,0.0,0,11,0,0,1,2.00,48,29,+19,+0.73,+0.23,49.3,27.0,+22.3,+0.86,+0.46,janis-blaswich91,Germany,Goalkeeper,right,193.0,6/30/25 0:00,2000000
49,Fabian Bredlow,Stuttgart,27,95,15.0,23,1.53,59,37,69.5,1,6.7,Bundesliga,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,2,Goalkeeper,85.7,12242,7412,100.0,99.3,58.8,0,0.0,0.0,0.0,0,6,0,0,0,1.13,23,23,0,0.00,+0.63,22.2,20.6,+1.6,+0.11,+0.07,fabian-bredlow95,Germany,Goalkeeper,both,190.0,6/30/24 0:00,1500000
50,Koen Casteels,Wolfsburg,30,92,34.0,48,1.41,147,101,70.1,12,35.3,Bundesliga,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,1,Goalkeeper,77.0,36421,25230,99.4,98.6,58.6,1,0.7,0.1,+0.3,1,40,0,0,2,1.44,57,48,+9,+0.26,,51.3,51.3,0.0,0.00,,koen-casteels92,Belgium,Goalkeeper,left,197.0,6/30/24 0:00,8000000
51,Oliver Christensen,Hertha BSC,23,99,33.0,68,2.06,163,94,61.3,3,9.1,Bundesliga,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,22,2,Goalkeeper,63.8,23464,18548,100.0,98.0,41.1,0,0.0,0.1,0.0,0,13,0,0,2,0.79,40,68,-28,-0.85,-1.85,37.4,56.6,-19.2,-0.58,+0.75,oliver-christensen99,Denmark,Goalkeeper,right,190.0,6/30/26 0:00,4500000
52,Finn Dahmen,Mainz 05,24,98,8.0,16,2.00,44,26,65.9,0,0.0,Bundesliga,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Goalkeeper,66.1,5576,4122,100.0,100.0,40.6,0,0.0,0.0,0.0,0,10,0,0,0,1.38,17,16,+1,+0.12,+0.20,13.2,15.2,-2.0,-0.25,-0.08,finn-dahmen98,Germany,Goalkeeper,right,188.0,6/30/23 0:00,1000000
53,Tjark Ernst,Hertha BSC,19,03,1.0,1,1.00,7,6,85.7,0,0.0,Bundesliga,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Goalkeeper,74.3,680,539,100.0,100.0,50.0,0,0.0,0.0,0.0,0,0,0,0,0,3.00,2,1,+1,+1.00,+1.85,2.1,3.4,-1.3,-1.33,-0.75,tjark-ernst03,Germany,Goalkeeper,both,193.0,6/30/26 0:00,400000
54,Ralf Fährmann,Schalke 04,33,88,11.4,13,1.14,55,43,78.2,5,41.7,Bundesliga,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,2,Goalkeeper,68.8,9920,8106,97.6,97.8,49.6,0,0.0,0.1,0.0,0,18,0,0,0,1.25,11,13,-2,-0.18,+1.33,13.1,16.4,-3.2,-0.28,+0.35,ralf-fahrmann88,East Germany (GDR),Goalkeeper,right,197.0,6/30/25 0:00,400000
55,Mark Flekken,Freiburg,29,93,34.0,44,1.29,150,106,74.0,13,38.2,Bundesliga,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,9,5,Goalkeeper,70.5,34098,25402,95.9,98.4,51.8,0,0.3,0.3,-0.3,4,58,3,0,0,1.74,51,44,+7,+0.21,,48.0,48.8,-0.8,-0.02,,mark-flekken93,Netherlands,Goalkeeper,both,195.0,,7000000
56,Rafał Gikiewicz,Augsburg,34,87,23.0,41,1.78,136,93,70.6,5,21.7,Bundesliga,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,15,5,Goalkeeper,73.4,24931,17753,97.8,98.3,50.6,0,0.0,0.1,0.0,0,23,1,0,0,1.17,28,41,-13,-0.57,+0.16,24.3,38.9,-14.6,-0.64,+0.21,rafal-gikiewicz87,Poland,Goalkeeper,right,190.0,6/30/23 0:00,1200000
57,Lennart Grill,Union Berlin,23,99,5.0,11,2.20,25,14,64.0,2,40.0,Bundesliga,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,Goalkeeper,68.7,4637,3732,100.0,98.6,45.8,0,0.0,0.0,0.0,0,10,0,0,0,1.40,7,11,-4,-0.80,-1.39,6.6,7.5,-0.9,-0.19,-0.06,lennart-grill99,Germany,Goalkeeper,right,192.0,6/30/23 0:00,1000000
58,Péter Gulácsi,RB Leipzig,32,90,6.0,10,1.67,26,17,65.4,2,33.3,Bundesliga,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Goalkeeper,87.9,4257,2285,100.0,100.0,55.9,0,0.0,0.0,0.0,0,3,0,0,0,1.33,10,10,0,0.00,-0.82,9.6,8.8,+0.8,+0.13,-0.75,peter-gulacsi90,Hungary,Goalkeeper,right,190.0,6/30/25 0:00,6000000
59,Lukáš Hrádecký,Leverkusen,32,89,33.0,47,1.42,142,97,71.8,9,27.3,Bundesliga,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,Goalkeeper,71.9,20694,14943,98.3,97.9,44.5,0,0.0,0.1,0.0,0,10,1,0,0,1.52,56,47,+9,+0.27,+1.26,48.9,42.3,+6.6,+0.20,-1.76,lukas-hradecky89,CSSR,Goalkeeper,right,192.0,6/30/26 0:00,2500000
60,Gregor Kobel,Dortmund,24,97,27.0,32,1.19,119,88,73.9,11,40.7,Bundesliga,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,2,Goalkeeper,83.0,22004,13496,100.0,99.1,57.6,0,0.0,0.1,0.0,0,13,1,0,0,2.22,68,32,+36,+1.33,+0.90,58.2,33.3,+24.9,+0.92,+0.49,gregor-kobel97,Switzerland,Goalkeeper,right,194.0,6/30/26 0:00,35000000
