,Player,player_code,Squad,90s,sub_position,Based
2384,Lebo Mothiba,lebo-mothiba96,Strasbourg,4.8,Centre-Forward,Ligue 1
2385,Steve Mounié,steve-mounie94,Brest,18.4,Centre-Forward,Ligue 1
2386,Samuel Moutoussamy,samuel-moutoussamy96,Nantes,26.7,Central Midfield,Ligue 1
2387,Nordi Mukiele,nordi-mukiele97,Paris S-G,12.6,Right-Back,Ligue 1
2388,Marshall Munetsi,marshall-munetsi96,Reims,30.0,Defensive Midfield,Ligue 1
2389,Youssouf Ndayishimiye,youssouf-ndayishimiye98,Nice,6.3,Centre-Back,Ligue 1
2390,Papa Ndiaga Yade,papa-ndiaga-yade00,Troyes,6.3,Left Winger,Ligue 1
2391,Neymar,neymar92,Paris S-G,17.2,Left Winger,Ligue 1
2392,Ibrahima Niane,ibrahima-niane99,Angers,12.6,Centre-Forward,Ligue 1
2393,M'Baye Niang,mbaye-niang94,Auxerre,16.5,Centre-Forward,Ligue 1
2394,Rasmus Nicolaisen,rasmus-nicolaisen97,Toulouse,33.3,Centre-Back,Ligue 1
2395,Arnaud Nordin,arnaud-nordin98,Montpellier,26.7,Right Winger,Ligue 1
2396,Riad Nouri,riad-nouri85,Ajaccio,18.8,Right Winger,Ligue 1
2397,Gerzino Nyamsi,gerzino-nyamsi97,Strasbourg,17.5,Centre-Back,Ligue 1
2398,Wilson Odobert,wilson-odobert04,Troyes,19.6,Right Winger,Ligue 1
2399,Florent Ogier,florent-ogier89,Clermont Foot,18.9,Centre-Back,Ligue 1
2400,Warmed Omari,warmed-omari00,Rennes,15.1,Centre-Back,Ligue 1
2401,Ado Onaiwu,ado-onaiwu95,Toulouse,12.0,Centre-Forward,Ligue 1
2402,Jean Onana,jean-onana00,Lens,9.0,Defensive Midfield,Ligue 1
2403,Loïs Openda,lois-openda00,Lens,28.0,Centre-Forward,Ligue 1
2404,Zinédine Ould Khaled,zinedine-ould-khaled00,Angers,0.6,Defensive Midfield,Ligue 1
2405,Azzedine Ounahi,azzedine-ounahi00,Marseille,1.3,Central Midfield,Ligue 1
2406,Adam Ounas,adam-ounas96,Lille,11.8,Right Winger,Ligue 1
2407,Ante Palaversa,ante-palaversa00,Troyes,0.3,Central Midfield,Ligue 1
2408,Nicolas Pallois,nicolas-pallois87,Nantes,24.6,Centre-Back,Ligue 1
2409,Erik Palmer-Brown,erik-palmer-brown97,Troyes,35.5,Centre-Back,Ligue 1
2410,Dimitri Payet,dimitri-payet87,Marseille,9.3,Attacking Midfield,Ligue 1
2411,Théo Pellenard,theo-pellenard94,Auxerre,1.1,Centre-Back,Ligue 1
2412,Timothee Pembele,timothee-pembele02,Paris S-G,2.9,Right-Back,Ligue 1
2413,Nicolas Pépé,nicolas-pepe95,Nice,16.6,Right Winger,Ligue 1
2414,Danilo Pereira,danilo-pereira91,Paris S-G,26.8,Defensive Midfield,Ligue 1
2415,Mathias Pereira Lage,mathias-pereira-lage96,Brest,14.0,Right Midfield,Ligue 1
2416,Gaëtan Perrin,gaetan-perrin96,Auxerre,15.5,Right Midfield,Ligue 1
2417,Lucas Perrin,lucas-perrin98,Strasbourg,19.6,Centre-Back,Ligue 1
2418,Julien Ponceau,julien-ponceau00,Lorient,18.4,Attacking Midfield,Ligue 1
2419,Łukasz Poręba,lukasz-poreba00,Lens,2.9,Defensive Midfield,Ligue 1
2420,Jackson Porozo,jackson-porozo00,Troyes,18.0,Centre-Back,Ligue 1
2421,Sanjin Prcić,sanjin-prcic93,Strasbourg,18.1,Central Midfield,Ligue 1
2422,Adil Rami,adil-rami85,Troyes,17.7,Centre-Back,Ligue 1
2423,Sergio Ramos,sergio-ramos86,Paris S-G,30.0,Centre-Back,Ligue 1
2424,Aaron Ramsey,aaron-ramsey90,Nice,17.6,Central Midfield,Ligue 1
2425,Elba Rashani,elba-rashani93,Clermont Foot,24.0,Left Winger,Ligue 1
2426,Rafael Ratão,rafael-ratao95,Toulouse,20.6,Left Winger,Ligue 1
2427,Rayan Raveloson,rayan-raveloson97,Auxerre,27.0,Defensive Midfield,Ligue 1
2428,Jeff Reine-Adélaïde,jeff-reine-adelaide98,Troyes,2.6,Attacking Midfield,Ligue 1
2429,Alexsandro Ribeiro,alexsandro-ribeiro99,Lille,17.9,Centre-Back,Ligue 1
2430,Renaud Ripart,renaud-ripart93,Troyes,14.7,Right Winger,Ligue 1
2431,Joe Rodon,joe-rodon97,Rennes,15.7,Centre-Back,Ligue 1
2432,Valentin Rongier,valentin-rongier94,Marseille,33.7,Central Midfield,Ligue 1
2433,Pablo Rosario,pablo-rosario97,Nice,19.6,Defensive Midfield,Ligue 1
2434,Anthony Rouault,anthony-rouault01,Toulouse,36.8,Centre-Back,Ligue 1
2435,Kays Ruiz,kays-ruiz02,Auxerre,0.7,Central Midfield,Ligue 1
2436,Fabián Ruiz Peña,fabian-ruiz-pena96,Paris S-G,21.0,Central Midfield,Ligue 1
2437,Halid Šabanović,halid-sabanovic99,Angers,7.1,Right-Back,Ligue 1
2438,Falaye Sacko,falaye-sacko95,Montpellier,28.7,Right-Back,Ligue 1
2439,Wesley Saïd,wesley-said95,Lens,7.2,Centre-Forward,Ligue 1
2440,Théo Sainte-Luce,theo-sainte-luce98,Montpellier,5.9,Left-Back,Ligue 1
2441,Hamza Sakhi,hamza-sakhi96,Auxerre,18.4,Attacking Midfield,Ligue 1
2442,Mamadou Sakho,mamadou-sakho90,Montpellier,8.5,Centre-Back,Ligue 1
2443,Ibrahim Salah,ibrahim-salah01,Rennes,2.5,Left Winger,Ligue 1
2444,Amine Salama,amine-salama00,Angers,13.9,Centre-Forward,Ligue 1
2445,Yoann Salmier,yoann-salmier92,Troyes,29.4,Centre-Back,Ligue 1
2446,Mama Samba Baldé,mama-samba-balde95,Troyes,29.6,Centre-Forward,Ligue 1
2447,Renato Sanches,renato-sanches97,Paris S-G,8.0,Central Midfield,Ligue 1
2448,Alexis Sánchez,alexis-sanchez88,Marseille,29.8,Centre-Forward,Ligue 1
2449,Morgan Sanson,morgan-sanson94,Strasbourg,15.8,Central Midfield,Ligue 1
2450,Baptiste Santamaria,baptiste-santamaria95,Rennes,20.1,Defensive Midfield,Ligue 1
2451,Amin Sarr,amin-sarr01,Lyon,6.0,Centre-Forward,Ligue 1
2452,Malang Sarr,malang-sarr99,Monaco,8.0,Centre-Back,Ligue 1
2453,Téji Savanier,teji-savanier91,Montpellier,28.3,Attacking Midfield,Ligue 1
2454,Alidu Seidu,alidu-seidu00,Clermont Foot,27.3,Centre-Back,Ligue 1
2455,Kaj Sierhuis,kaj-sierhuis98,Reims,2.4,Centre-Forward,Ligue 1
2456,Vincent Sierro,vincent-sierro95,Toulouse,7.4,Central Midfield,Ligue 1
2457,Abdallah Sima,abdallah-sima01,Angers,20.4,Right Winger,Ligue 1
2458,Moses Simon,moses-simon95,Nantes,26.1,Left Winger,Ligue 1
2459,Lassine Sinayoko,lassine-sinayoko99,Auxerre,17.4,Right Winger,Ligue 1
2460,Ibrahima Sissoko,ibrahima-sissoko97,Strasbourg,14.6,Defensive Midfield,Ligue 1
2461,Moussa Sissoko,moussa-sissoko89,Nantes,21.3,Central Midfield,Ligue 1
2462,Eduard Sobol,eduard-sobol95,Strasbourg,9.7,Left-Back,Ligue 1
2463,Carlos Soler,carlos-soler97,Paris S-G,13.2,Central Midfield,Ligue 1
2464,Florian Sotoca,florian-sotoca90,Lens,33.9,Centre-Forward,Ligue 1
2465,Moussa Soumano,moussa-soumano05,Ajaccio,5.5,Centre-Forward,Ligue 1
2466,Kevin Spadanuda,kevin-spadanuda97,Ajaccio,11.8,Left Winger,Ligue 1
2467,Djed Spence,djed-spence00,Rennes,6.4,Right-Back,Ligue 1
2468,Stijn Spierings,stijn-spierings96,Toulouse,34.7,Defensive Midfield,Ligue 1
2469,Gabriel Suazo,gabriel-suazo97,Toulouse,14.0,Left-Back,Ligue 1
2470,Yuito Suzuki,yuito-suzuki01,Strasbourg,0.4,Attacking Midfield,Ligue 1
2471,Issiaga Sylla,issiaga-sylla94,Montpellier,14.5,Left-Back,Ligue 1
2472,Nicolás Tagliafico,nicolas-tagliafico92,Lyon,33.2,Left-Back,Ligue 1
2473,Waniss Taibi,waniss-taibi02,Angers,2.1,Attacking Midfield,Ligue 1
2474,Flavien Tait,flavien-tait93,Rennes,18.7,Central Midfield,Ligue 1
2475,Montassar Talbi,montassar-talbi98,Lorient,38.0,Centre-Back,Ligue 1
2476,Thibault Tamas,thibault-tamas01,Montpellier,0.1,Left-Back,Ligue 1
2477,Florian Tardieu,florian-tardieu92,Troyes,11.2,Central Midfield,Ligue 1
2478,Nuno Tavares,nuno-tavares00,Marseille,26.1,Left-Back,Ligue 1
2479,Enzo Tchato,enzo-tchato02,Montpellier,12.2,Centre-Back,Ligue 1
2480,Martin Terrier,martin-terrier97,Rennes,14.7,Left Winger,Ligue 1
2481,Arthur Theate,arthur-theate00,Rennes,34.7,Centre-Back,Ligue 1
2482,Sada Thioub,sada-thioub95,Angers,11.8,Right Winger,Ligue 1
2483,Adrien Thomasson,adrien-thomasson93,Lens,14.2,Attacking Midfield,Ligue 1
2484,Khéphren Thuram,khephren-thuram01,Nice,28.3,Defensive Midfield,Ligue 1
2485,Alexis Tibidi,alexis-tibidi03,Troyes,0.8,Left Winger,Ligue 1
2486,Jean-Clair Todibo,jean-clair-todibo99,Nice,31.9,Centre-Back,Ligue 1
2487,Karl Toko Ekambi,karl-toko-ekambi92,Rennes,10.8,Left Winger,Ligue 1
2488,Corentin Tolisso,corentin-tolisso94,Lyon,22.6,Central Midfield,Ligue 1
2489,Birama Touré,birama-toure92,Auxerre,37.8,Defensive Midfield,Ligue 1
2490,Yoann Touzghar,yoann-touzghar86,Ajaccio,5.0,Centre-Forward,Ligue 1
2491,Charles Traore,charles-traore92,Nantes,5.4,Left-Back,Ligue 1
2492,Hamari Traoré,hamari-traore92,Rennes,28.1,Right-Back,Ligue 1
2493,Adrien Truffert,adrien-truffert01,Rennes,21.7,Left-Back,Ligue 1
2494,Theocharis Tsingaras,theocharis-tsingaras00,Toulouse,0.1,Central Midfield,Ligue 1
2495,Ike Ugbo,ike-ugbo98,Troyes,9.9,Centre-Forward,Ligue 1
2496,Lesley Ugochukwu,lesley-ugochukwu04,Rennes,14.8,Defensive Midfield,Ligue 1
2497,Cengiz Ünder,cengiz-under97,Marseille,27.7,Right Winger,Ligue 1
2498,Yan Valery,yan-valery99,Angers,27.7,Right-Back,Ligue 1
2499,Vanderson,vanderson01,Monaco,24.6,Right-Back,Ligue 1
2500,Jordan Veretout,jordan-veretout93,Marseille,31.8,Defensive Midfield,Ligue 1
2501,Marco Verratti,marco-verratti92,Paris S-G,24.4,Central Midfield,Ligue 1
2502,Clément Vidal,clement-vidal00,Ajaccio,21.1,Centre-Back,Ligue 1
2503,Alan Virginius,alan-virginius03,Lille,2.9,Left Winger,Ligue 1
2504,Mattia Viti,mattia-viti02,Nice,7.0,Centre-Back,Ligue 1
2505,Kevin Volland,kevin-volland92,Monaco,7.1,Centre-Forward,Ligue 1
2506,Elye Wahi,elye-wahi03,Montpellier,27.9,Centre-Forward,Ligue 1
2507,Timothy Weah,timothy-weah00,Lille,19.4,Right Winger,Ligue 1
2508,Mateusz Wieteska,mateusz-wieteska97,Clermont Foot,34.6,Centre-Back,Ligue 1
2509,Christopher Wooh,christopher-wooh01,Rennes,11.2,Centre-Back,Ligue 1
2510,Xeka,xeka94,Rennes,6.1,Central Midfield,Ligue 1
2511,Darlin Yongwa,darlin-yongwa00,Lorient,8.7,Left-Back,Ligue 1
2512,Leny Yoro,leny-yoro05,Lille,8.5,Centre-Back,Ligue 1
2513,Mohamed Youssouf,mohamed-youssouf88,Ajaccio,27.3,Right-Back,Ligue 1
2514,Warren Zaire-Emery,warren-zaire-emery06,Paris S-G,10.3,Central Midfield,Ligue 1
2515,Oliver Zandén,oliver-zanden01,Toulouse,1.6,Left-Back,Ligue 1
2516,Akim Zedadka,akim-zedadka95,Auxerre,17.8,Right-Back,Ligue 1
2517,Mehdi Zeffane,mehdi-zeffane92,Clermont Foot,7.3,Right-Back,Ligue 1
2518,Arber Zeneli,arber-zeneli95,Reims,11.1,Left Winger,Ligue 1
2519,Edon Zhegrova,edon-zhegrova99,Lille,11.7,Right Winger,Ligue 1
2520,Tanguy Zoukrou,tanguy-zoukrou03,Troyes,5.7,Centre-Back,Ligue 1
2521,Liel Abada,liel-abada01,Celtic,16.3,Right Winger,Scottish Premiership
2522,Jack Aitchison,jack-aitchison00,Motherwell,2.8,Centre-Forward,Scottish Premiership
2523,Ryan Alebiosu,ryan-alebiosu01,Kilmarnock,13.9,Right-Back,Scottish Premiership
2524,Blair Alston,blair-alston92,Kilmarnock,5.5,Central Midfield,Scottish Premiership
2525,Sadat Anaku,sadat-anaku00,Dundee United,3.9,Centre-Forward,Scottish Premiership
2526,Bruce Anderson,bruce-anderson98,Livingston,20.6,Centre-Forward,Scottish Premiership
2527,Scott Arfield,scott-arfield88,Rangers,11.7,Central Midfield,Scottish Premiership
2528,Daniel Armstrong,daniel-armstrong97,Kilmarnock,30.4,Right Winger,Scottish Premiership
2529,Nathaniel Atkinson,nathaniel-atkinson99,Hearts,12.0,Right-Back,Scottish Premiership
2530,Loick Ayina,loick-ayina03,Dundee United,12.0,Centre-Back,Scottish Premiership
2531,Jonah Ayunga,jonah-ayunga97,St Mirren,14.2,Centre-Forward,Scottish Premiership
2532,Keanu Baccus,keanu-baccus98,St Mirren,27.9,Defensive Midfield,Scottish Premiership
2533,Dylan Bahamboula,dylan-bahamboula95,Livingston,9.0,Attacking Midfield,Scottish Premiership
2534,Theo Bair,theo-bair99,St Johnstone,6.8,Centre-Forward,Scottish Premiership
2535,Jack Baldwin,jack-baldwin93,Ross County,25.3,Centre-Back,Scottish Premiership
2536,Cammy Ballantyne,cammy-ballantyne00,St Johnstone,2.7,Attacking Midfield,Scottish Premiership
2537,Borna Barišić,borna-barisic92,Rangers,28.2,Left-Back,Scottish Premiership
2538,Connor Barron,connor-barron02,Aberdeen,11.3,Central Midfield,Scottish Premiership
2539,Aziz Behich,aziz-behich90,Dundee United,30.2,Left-Back,Scottish Premiership
2540,Alexandro Bernabei,alexandro-bernabei00,Celtic,9.6,Left-Back,Scottish Premiership
2541,Shane Blaney,shane-blaney99,Motherwell,4.1,Centre-Back,Scottish Premiership
2542,Liam Boyce,liam-boyce91,Hearts,3.0,Centre-Forward,Scottish Premiership
2543,Caolan Boyd-Munce,caolan-boyd-munce00,St Mirren,0.7,Central Midfield,Scottish Premiership
2544,Morgan Boyes,morgan-boyes01,Livingston,16.5,Centre-Back,Scottish Premiership
2545,Martin Boyle,martin-boyle93,Hibernian,10.4,Right Winger,Scottish Premiership
2546,Steven Bradley,steven-bradley02,Livingston,10.4,Right Winger,Scottish Premiership
2547,Jamie Brandon,jamie-brandon98,Livingston,1.5,Right-Back,Scottish Premiership
2548,Eamonn Brophy,eamonn-brophy96,Ross County,5.9,Centre-Forward,Scottish Premiership
2549,James Brown,james-brown98,St Johnstone,21.5,Right-Back,Scottish Premiership
2550,Rocky Bushiri,rocky-bushiri99,Hibernian,13.2,Centre-Back,Scottish Premiership
2551,Calum Butcher,calum-butcher91,Motherwell,11.8,Defensive Midfield,Scottish Premiership
2552,Marijan Čabraja,marijan-cabraja97,Hibernian,18.6,Left-Back,Scottish Premiership
2553,Chris Cadden,chris-cadden96,Hibernian,31.9,Right-Back,Scottish Premiership
2554,Ross Callachan,ross-callachan93,Ross County,16.8,Central Midfield,Scottish Premiership
2555,Innes Cameron,innes-cameron00,Kilmarnock,7.1,Centre-Forward,Scottish Premiership
2556,Josh Campbell,josh-campbell00,Hibernian,28.5,Central Midfield,Scottish Premiership
2557,David Cancola,david-cancola96,Ross County,20.0,Defensive Midfield,Scottish Premiership
2558,Todd Cantwell,todd-cantwell98,Rangers,14.3,Left Midfield,Scottish Premiership
2559,Graham Carey,graham-carey89,St Johnstone,22.6,Left Winger,Scottish Premiership
2560,Jake Carroll,jake-carroll91,Motherwell,1.0,Left-Back,Scottish Premiership
2561,Cameron Carter-Vickers,cameron-carter-vickers97,Celtic,29.0,Centre-Back,Scottish Premiership
2562,Dan Casey,dan-casey97,Motherwell,11.3,Centre-Back,Scottish Premiership
2563,Luke Chambers,luke-chambers04,Kilmarnock,13.1,Left-Back,Scottish Premiership
2564,Benjamin Chrisene,benjamin-chrisene04,Kilmarnock,11.6,Left-Back,Scottish Premiership
2565,Nicky Clark,nicky-clark91,St Johnstone,16.4,Centre-Forward,Scottish Premiership
2566,Leighton Clarkson,leighton-clarkson01,Aberdeen,29.2,Defensive Midfield,Scottish Premiership
2567,Alex Cochrane,alex-cochrane00,Hearts,27.8,Left-Back,Scottish Premiership
2568,Antonio Čolak,antonio-colak93,Rangers,15.6,Centre-Forward,Scottish Premiership
2569,Andrew Considine,andrew-considine87,St Johnstone,30.9,Centre-Back,Scottish Premiership
2570,Dean Cornelius,dean-cornelius01,Motherwell,17.6,Central Midfield,Scottish Premiership
2571,Hayden Coulson,hayden-coulson98,Aberdeen,18.3,Left-Back,Scottish Premiership
2572,Oliver Crankshaw,oliver-crankshaw98,Motherwell,2.6,Right Winger,Scottish Premiership
2573,Mathew Cudjoe,mathew-cudjoe03,Dundee United,2.8,Attacking Midfield,Scottish Premiership
2574,Riku Danzaki,riku-danzaki00,Motherwell,0.9,Attacking Midfield,Scottish Premiership
2575,Murray Davidson,murray-davidson88,St Johnstone,1.1,Central Midfield,Scottish Premiership
2576,Ben Davies,ben-davies95,Rangers,22.9,Centre-Back,Scottish Premiership
2577,Steven Davis,steven-davis85,Rangers,4.0,Central Midfield,Scottish Premiership
2578,Adam Devine,adam-devine03,Rangers,3.5,Right-Back,Scottish Premiership
2579,Cameron Devlin,cameron-devlin98,Hearts,22.2,Defensive Midfield,Scottish Premiership
2580,Michael Devlin,michael-devlin93,Hibernian,0.0,Centre-Back,Scottish Premiership
2581,Nicky Devlin,nicky-devlin93,Livingston,37.1,Right-Back,Scottish Premiership
2582,Yan Dhanda,yan-dhanda98,Ross County,22.3,Attacking Midfield,Scottish Premiership
2583,Arnaud Djoum,arnaud-djoum89,Dundee United,9.3,Central Midfield,Scottish Premiership
2584,Christian Doidge,christian-doidge92,Kilmarnock,20.7,Centre-Forward,Scottish Premiership
2585,Liam Donnelly,liam-donnelly96,Kilmarnock,16.5,Defensive Midfield,Scottish Premiership
2586,Jeriel Dorsett,jeriel-dorsett02,Kilmarnock,9.1,Centre-Back,Scottish Premiership
2587,Jake Doyle-Hayes,jake-doyle-hayes98,Hibernian,8.3,Central Midfield,Scottish Premiership
2588,Duk,duk00,Aberdeen,8.7,Centre-Forward,Scottish Premiership
2589,Ryan Duncan,ryan-duncan04,Aberdeen,9.3,Left Winger,Scottish Premiership
2590,Charles Dunne,charles-dunne93,St Mirren,29.7,Left-Back,Scottish Premiership
2591,Gwion Edwards,gwion-edwards93,Ross County,3.3,Right Winger,Scottish Premiership
2592,Owura Edwards,owura-edwards01,Ross County,16.8,Right Winger,Scottish Premiership
2593,Ryan Edwards,ryan-edwards93,Dundee United,28.2,Centre-Back,Scottish Premiership
2594,Joe Efford,joe-efford96,Motherwell,4.7,Centre-Forward,Scottish Premiership
2595,CJ Egan-Riley,cj-egan-riley03,Hibernian,12.0,Centre-Back,Scottish Premiership
2596,Jack Fitzwater,jack-fitzwater97,Livingston,25.0,Centre-Back,Scottish Premiership
2597,Steven Fletcher,steven-fletcher87,Dundee United,28.2,Centre-Forward,Scottish Premiership
2598,Ryan Flynn,ryan-flynn88,St Mirren,6.0,Right Midfield,Scottish Premiership
2599,Alan Forrest,alan-forrest96,Hearts,16.6,Left Midfield,Scottish Premiership
2600,James Forrest,james-forrest91,Celtic,6.2,Right Winger,Scottish Premiership
2601,Kai Fotheringham,kai-fotheringham03,Dundee United,5.4,Left Winger,Scottish Premiership
2602,Marcus Fraser,marcus-fraser94,St Mirren,33.4,Right-Back,Scottish Premiership
2603,Kieran Freeman,kieran-freeman00,Dundee United,20.6,Right-Back,Scottish Premiership
2604,James Furlong,james-furlong02,Motherwell,14.9,Left-Back,Scottish Premiership
2605,Kyogo Furuhashi,kyogo-furuhashi95,Celtic,25.6,Centre-Forward,Scottish Premiership
2606,Tony Gallacher,tony-gallacher99,St Johnstone,2.4,Left-Back,Scottish Premiership
2607,Declan Gallagher,declan-gallagher91,St Mirren,20.7,Centre-Back,Scottish Premiership
2608,Josh Ginnelly,josh-ginnelly97,Hearts,23.3,Left Winger,Scottish Premiership
2609,Alex Gogić,alex-gogic94,St Mirren,23.3,Defensive Midfield,Scottish Premiership
2610,Connor Goldson,connor-goldson92,Rangers,25.0,Centre-Back,Scottish Premiership
2611,Liam Gordon,liam-gordon96,St Johnstone,29.3,Centre-Back,Scottish Premiership
2612,Sean Goss,sean-goss95,Motherwell,35.8,Central Midfield,Scottish Premiership
2613,Ross Graham,ross-graham01,Dundee United,12.0,Centre-Back,Scottish Premiership
2614,Jorge Grant,jorge-grant94,Hearts,13.2,Central Midfield,Scottish Premiership
2615,Alex Greive,alex-greive99,St Mirren,12.3,Centre-Forward,Scottish Premiership
2616,Kurtis Guthrie,kurtis-guthrie93,Livingston,6.9,Centre-Forward,Scottish Premiership
2617,Ianis Hagi,ianis-hagi98,Rangers,3.1,Attacking Midfield,Scottish Premiership
2618,Sead Haksabanović,sead-haksabanovic99,Celtic,9.4,Left Winger,Scottish Premiership
2619,Craig Halkett,craig-halkett95,Hearts,4.2,Centre-Back,Scottish Premiership
2620,Melker Hallberg,melker-hallberg95,St Johnstone,25.4,Central Midfield,Scottish Premiership
2621,Andy Halliday,andy-halliday91,Hearts,15.6,Defensive Midfield,Scottish Premiership
2622,Paul Hanlon,paul-hanlon90,Hibernian,31.7,Centre-Back,Scottish Premiership
2623,Peter Haring,peter-haring93,Hearts,10.6,Defensive Midfield,Scottish Premiership
2624,Ian Harkes,ian-harkes95,Dundee United,23.9,Central Midfield,Scottish Premiership
2625,George Harmon,george-harmon00,Ross County,27.0,Left-Back,Scottish Premiership
2626,Reo Hatate,reo-hatate97,Celtic,24.6,Central Midfield,Scottish Premiership
2627,Jonny Hayes,jonny-hayes87,Aberdeen,22.7,Right Midfield,Scottish Premiership
2628,Ewan Henderson,ewan-henderson00,Hibernian,12.9,Attacking Midfield,Scottish Premiership
2629,James Hill,james-hill02,Hearts,12.1,Centre-Back,Scottish Premiership
2630,Jordy Hiwula,jordy-hiwula94,Ross County,10.0,Centre-Forward,Scottish Premiership
2631,Jason Holt,jason-holt93,Livingston,25.0,Central Midfield,Scottish Premiership
2632,Matthew Hoppe,matthew-hoppe01,Hibernian,4.1,Centre-Forward,Scottish Premiership
2633,Stephen Humphrys,stephen-humphrys97,Hearts,8.9,Centre-Forward,Scottish Premiership
2634,Oh Hyeon-gyu,oh-hyeon-gyu01,Celtic,5.7,Centre-Forward,Scottish Premiership
2635,Alex Iacovitti,alex-iacovitti97,Ross County,35.1,Centre-Back,Scottish Premiership
2636,Tomoki Iwata,tomoki-iwata97,Celtic,6.7,Defensive Midfield,Scottish Premiership
2637,Ryan Jack,ryan-jack92,Rangers,18.1,Central Midfield,Scottish Premiership
2638,Lewis Jamieson,lewis-jamieson02,St Mirren,1.3,Centre-Forward,Scottish Premiership
2639,James Jeggo,james-jeggo92,Hibernian,13.9,Defensive Midfield,Scottish Premiership
2640,Alistair Johnston,alistair-johnston98,Celtic,13.7,Right-Back,Scottish Premiership
2641,Max Johnston,max-johnston03,Motherwell,13.9,Right-Back,Scottish Premiership
2642,Jordan Jones,jordan-jones94,Kilmarnock,12.9,Left Winger,Scottish Premiership
2643,Jota,jota99,Celtic,24.2,Left Winger,Scottish Premiership
2644,Glen Kamara,glen-kamara95,Rangers,11.6,Defensive Midfield,Scottish Premiership
2645,Chris Kane,chris-kane94,St Johnstone,0.4,Centre-Forward,Scottish Premiership
2646,Sean Kelly,sean-kelly93,Livingston,26.6,Left-Back,Scottish Premiership
2647,Stephen Kelly,stephen-kelly00,Livingston,21.6,Central Midfield,Scottish Premiership
2648,Matty Kennedy,matty-kennedy94,Aberdeen,13.7,Left Winger,Scottish Premiership
2649,Nohan Kenneh,nohan-kenneh03,Ross County,12.3,Defensive Midfield,Scottish Premiership
2650,Ryan Kent,ryan-kent96,Rangers,26.9,Left Winger,Scottish Premiership
2651,Greg Kiltie,greg-kiltie97,St Mirren,21.4,Left Winger,Scottish Premiership
2652,Leon King,leon-king04,Rangers,9.1,Centre-Back,Scottish Premiership
2653,Stephen Kingsley,stephen-kingsley94,Hearts,16.3,Left-Back,Scottish Premiership
2654,Orestis Kiomourtzoglou,orestis-kiomourtzoglou98,Hearts,12.0,Defensive Midfield,Scottish Premiership
2655,Yuki Kobayashi,yuki-kobayashi00,Celtic,5.0,Centre-Back,Scottish Premiership
2656,Mykola Kukharevych,mykola-kukharevych01,Hibernian,9.6,Centre-Forward,Scottish Premiership
2657,Garang Kuol,garang-kuol04,Hearts,2.3,Right Winger,Scottish Premiership
2658,Ricki Lamie,ricki-lamie93,Motherwell,21.4,Centre-Back,Scottish Premiership
2659,Tom Lawrence,tom-lawrence94,Rangers,3.9,Left Winger,Scottish Premiership
2660,Dylan Levitt,dylan-levitt00,Dundee United,23.1,Central Midfield,Scottish Premiership
2661,Victor Loturi,victor-loturi01,Ross County,19.2,Central Midfield,Scottish Premiership
2662,Alexander lowry,alexander-lowry03,Rangers,1.0,Attacking Midfield,Scottish Premiership
2663,Luiyi de Lucas,luiyi-de-lucas94,Livingston,7.9,Centre-Back,Scottish Premiership
2664,John Lundstram,john-lundstram94,Rangers,31.1,Central Midfield,Scottish Premiership
2665,Brad Lyons,brad-lyons97,Kilmarnock,6.9,Central Midfield,Scottish Premiership
2666,Angus MacDonald,angus-macdonald92,Aberdeen,14.7,Centre-Back,Scottish Premiership
2667,Gary Mackay-Steven,gary-mackay-steven90,Hearts,2.4,Left Midfield,Scottish Premiership
2668,Jack MacKenzie,jack-mackenzie00,Aberdeen,11.5,Left-Back,Scottish Premiership
2669,Rory Macleod,rory-macleod06,Dundee United,3.5,Centre-Forward,Scottish Premiership
2670,Cameron MacPherson,cameron-macpherson98,St Johnstone,17.3,Defensive Midfield,Scottish Premiership
2671,Daizen Maeda,daizen-maeda97,Celtic,21.1,Left Winger,Scottish Premiership
2672,Kyle Magennis,kyle-magennis98,Hibernian,7.1,Central Midfield,Scottish Premiership
2673,Curtis Main,curtis-main92,St Mirren,34.0,Centre-Forward,Scottish Premiership
2674,Mikael Mandron,mikael-mandron94,Motherwell,6.9,Centre-Forward,Scottish Premiership
2675,Dilan Markanday,dilan-markanday01,Aberdeen,0.6,Right Winger,Scottish Premiership
2676,Rabbi Matondo,rabbi-matondo00,Rangers,9.6,Right Winger,Scottish Premiership
